order_id,line_no,sku,qty,unit_price,status,ship_date,region,updated_at
SO-00312,1,SKU120,15,166.94,shipped,2026-08-15,APAC,2026-08-31 10:00
SO-00312,2,SKU100,16,225.13,shipped,2026-08-17,NA,2026-08-31 10:00
SO-00312,3,SKU137,18,298.45,open,2026-08-27,APAC,2026-08-31 10:00
SO-00313,1,SKU124,12,215.09,shipped,2026-08-17,NA,2026-08-31 10:00
SO-00313,2,SKU139,11,26.24,invoiced,2026-08-22,EMEA,2026-08-31 10:00
SO-00313,3,SKU139,9,82.37,shipped,2026-08-28,APAC,2026-08-31 10:00
SO-00314,1,SKU133,19,145.60,open,2026-08-05,EMEA,2026-08-31 10:00
SO-00314,2,SKU133,12,159.56,invoiced,2026-08-06,NA,2026-08-31 10:00
SO-00315,1,SKU111,5,247.46,shipped,2026-08-06,APAC,2026-08-31 10:00
SO-00316,1,SKU102,11,117.47,shipped,2026-08-04,NA,2026-08-31 10:00
SO-00316,2,SKU109,9,115.67,shipped,2026-08-12,APAC,2026-08-31 10:00
SO-00316,3,SKU133,17,94.21,invoiced,2026-08-03,NA,2026-08-31 10:00
SO-00317,1,SKU118,15,210.03,shipped,2026-08-21,NA,2026-08-31 10:00
SO-00317,2,SKU111,17,49.21,invoiced,2026-08-05,NA,2026-08-31 10:00
SO-00318,1,SKU133,8,188.71,invoiced,2026-08-11,NA,2026-08-31 10:00
SO-00318,2,SKU116,1,169.08,open,2026-08-19,NA,2026-08-31 10:00
SO-00319,1,SKU137,6,95.43,invoiced,2026-08-09,NA,2026-08-31 10:00
SO-00320,1,SKU115,9,251.07,open,2026-08-17,APAC,2026-08-31 10:00
SO-00320,2,SKU131,3,64.50,shipped,2026-08-26,NA,2026-08-31 10:00
SO-00321,1,SKU123,2,216.63,shipped,2026-08-12,EMEA,2026-08-31 10:00
SO-00321,2,SKU118,14,132.14,invoiced,2026-08-26,NA,2026-08-31 10:00
SO-00321,3,SKU122,8,118.68,invoiced,2026-08-05,APAC,2026-08-31 10:00
SO-00322,1,SKU137,12,23.69,open,2026-08-11,EMEA,2026-08-31 10:00
SO-00323,1,SKU128,13,121.01,shipped,2026-08-16,APAC,2026-08-31 10:00
SO-00324,1,SKU106,19,171.23,shipped,2026-08-23,NA,2026-08-31 10:00
SO-00325,1,SKU130,6,267.65,shipped,2026-08-13,NA,2026-08-31 10:00
SO-00325,2,SKU108,17,227.08,open,2026-08-22,EMEA,2026-08-31 10:00
SO-00326,1,SKU112,13,164.79,invoiced,2026-08-10,APAC,2026-08-31 10:00
SO-00326,2,SKU121,13,232.11,open,2026-08-03,EMEA,2026-08-31 10:00
SO-00326,3,SKU104,19,246.16,open,2026-08-16,EMEA,2026-08-31 10:00
SO-00327,1,SKU136,15,21.23,invoiced,2026-08-07,APAC,2026-08-31 10:00
SO-00328,1,SKU130,2,167.36,invoiced,2026-08-14,APAC,2026-08-31 10:00
SO-00328,2,SKU108,14,245.97,invoiced,2026-08-05,NA,2026-08-31 10:00
SO-00329,1,SKU112,17,294.76,open,2026-08-18,NA,2026-08-31 10:00
SO-00329,2,SKU133,9,30.55,shipped,2026-08-09,APAC,2026-08-31 10:00
SO-00330,1,SKU135,13,155.74,shipped,2026-08-22,EMEA,2026-08-31 10:00
SO-00330,2,SKU119,10,78.31,shipped,2026-08-26,NA,2026-08-31 10:00
SO-00331,1,SKU116,10,64.59,open,2026-08-07,APAC,2026-08-31 10:00
SO-00331,2,SKU123,15,198.61,invoiced,2026-08-19,EMEA,2026-08-31 10:00
SO-00331,3,SKU123,11,64.08,invoiced,2026-08-18,APAC,2026-08-31 10:00
SO-00332,1,SKU120,1,162.26,shipped,2026-08-19,NA,2026-08-31 10:00
SO-00333,1,SKU117,8,239.85,shipped,2026-08-07,APAC,2026-08-31 10:00
SO-00334,1,SKU137,20,139.11,invoiced,2026-08-15,EMEA,2026-08-31 10:00
SO-00335,1,SKU103,6,132.95,invoiced,2026-08-04,EMEA,2026-08-31 10:00
SO-00336,1,SKU104,20,151.66,open,2026-08-24,APAC,2026-08-31 10:00
SO-00337,1,SKU110,16,70.14,invoiced,2026-08-22,APAC,2026-08-31 10:00
SO-00337,2,SKU118,7,162.66,open,2026-08-05,APAC,2026-08-31 10:00
SO-00337,3,SKU113,17,34.75,open,2026-08-07,EMEA,2026-08-31 10:00
SO-00338,1,SKU126,8,199.37,shipped,2026-08-23,NA,2026-08-31 10:00
SO-00339,1,SKU127,5,261.11,invoiced,2026-08-05,EMEA,2026-08-31 10:00
SO-00339,2,SKU110,15,91.62,open,2026-08-28,APAC,2026-08-31 10:00
SO-00339,3,SKU120,18,217.21,shipped,2026-08-09,NA,2026-08-31 10:00
SO-00340,1,SKU113,5,283.94,invoiced,2026-08-08,NA,2026-08-31 10:00
SO-00340,2,SKU102,11,117.09,invoiced,2026-08-10,EMEA,2026-08-31 10:00
SO-00340,3,SKU134,3,63.46,open,2026-08-24,EMEA,2026-08-31 10:00
SO-00341,1,SKU121,13,38.74,shipped,2026-08-04,APAC,2026-08-31 10:00
SO-00341,2,SKU113,17,160.27,shipped,2026-08-16,NA,2026-08-31 10:00
SO-00342,1,SKU131,3,64.15,shipped,2026-08-28,NA,2026-08-31 10:00
SO-00343,1,SKU137,18,228.09,open,2026-08-05,NA,2026-08-31 10:00
SO-00343,2,SKU117,8,175.74,shipped,2026-08-02,APAC,2026-08-31 10:00
SO-00343,3,SKU138,4,290.37,shipped,2026-08-07,EMEA,2026-08-31 10:00
SO-00344,1,SKU119,2,55.73,shipped,2026-08-15,NA,2026-08-31 10:00
SO-00344,2,SKU115,11,223.99,open,2026-08-04,NA,2026-08-31 10:00
SO-00344,3,SKU104,18,139.22,invoiced,2026-08-18,EMEA,2026-08-31 10:00
SO-00345,1,SKU138,13,141.11,open,2026-08-02,APAC,2026-08-31 10:00
SO-00346,1,SKU106,14,195.81,open,2026-08-14,APAC,2026-08-31 10:00
SO-00346,2,SKU122,3,115.54,invoiced,2026-08-24,EMEA,2026-08-31 10:00
SO-00346,3,SKU123,6,200.51,open,2026-08-11,EMEA,2026-08-31 10:00
SO-00347,1,SKU130,10,48.97,open,2026-08-04,EMEA,2026-08-31 10:00
SO-00347,2,SKU107,5,151.36,invoiced,2026-08-18,EMEA,2026-08-31 10:00
SO-00347,3,SKU120,15,77.56,invoiced,2026-08-18,EMEA,2026-08-31 10:00
SO-00348,1,SKU116,12,285.07,shipped,2026-08-13,APAC,2026-08-31 10:00
SO-00348,2,SKU113,5,272.98,invoiced,2026-08-28,APAC,2026-08-31 10:00
SO-00348,3,SKU132,8,267.73,open,2026-08-04,EMEA,2026-08-31 10:00
SO-00349,1,SKU136,7,208.24,open,2026-08-03,EMEA,2026-08-31 10:00
SO-00349,2,SKU109,9,299.46,shipped,2026-08-13,APAC,2026-08-31 10:00
SO-00350,1,SKU107,10,173.09,open,2026-08-03,APAC,2026-08-31 10:00
SO-00350,2,SKU137,7,74.01,invoiced,2026-08-25,APAC,2026-08-31 10:00
SO-00350,3,SKU103,8,26.55,shipped,2026-08-04,EMEA,2026-08-31 10:00
SO-00351,1,SKU139,6,245.32,shipped,2026-08-03,NA,2026-08-31 10:00
SO-00352,1,SKU111,1,98.66,shipped,2026-08-26,NA,2026-08-31 10:00
SO-00352,2,SKU102,3,237.64,open,2026-08-24,APAC,2026-08-31 10:00
SO-00352,3,SKU110,5,240.31,open,2026-08-07,EMEA,2026-08-31 10:00
SO-00353,1,SKU121,3,299.20,shipped,2026-08-02,NA,2026-08-31 10:00
SO-00354,1,SKU121,3,226.68,invoiced,2026-08-03,EMEA,2026-08-31 10:00
SO-00354,2,SKU140,2,254.49,shipped,2026-08-03,APAC,2026-08-31 10:00
SO-00354,3,SKU122,19,52.86,shipped,2026-08-22,APAC,2026-08-31 10:00
SO-00355,1,SKU108,9,249.39,shipped,2026-08-02,APAC,2026-08-31 10:00
SO-00355,2,SKU129,19,53.59,shipped,2026-08-27,APAC,2026-08-31 10:00
SO-00356,1,SKU119,19,161.84,invoiced,2026-08-04,EMEA,2026-08-31 10:00
SO-00356,2,SKU116,8,75.83,invoiced,2026-08-15,APAC,2026-08-31 10:00
SO-00356,3,SKU115,16,174.63,invoiced,2026-08-23,EMEA,2026-08-31 10:00
SO-00357,1,SKU125,11,248.60,shipped,2026-08-03,EMEA,2026-08-31 10:00
SO-00357,2,SKU121,20,271.72,shipped,2026-08-26,NA,2026-08-31 10:00
SO-00358,1,SKU119,16,183.13,open,2026-08-26,NA,2026-08-31 10:00
SO-00359,1,SKU126,20,93.34,open,2026-08-11,APAC,2026-08-31 10:00
SO-00359,2,SKU113,3,109.35,shipped,2026-08-20,EMEA,2026-08-31 10:00
SO-00360,1,SKU121,3,297.78,open,2026-08-23,NA,2026-08-31 10:00
SO-00360,2,SKU126,18,243.10,open,2026-08-07,APAC,2026-08-31 10:00
SO-00361,1,SKU102,13,247.77,open,2026-08-13,NA,2026-08-31 10:00
SO-00361,2,SKU121,5,111.90,open,2026-08-12,APAC,2026-08-31 10:00
SO-00361,3,SKU125,10,152.41,invoiced,2026-08-26,APAC,2026-08-31 10:00
SO-00362,1,SKU110,13,160.52,open,2026-08-28,EMEA,2026-08-31 10:00
SO-00363,1,SKU115,15,171.75,invoiced,2026-08-09,APAC,2026-08-31 10:00
SO-00364,1,SKU106,18,221.70,invoiced,2026-08-22,NA,2026-08-31 10:00
SO-00364,2,SKU108,9,201.56,open,2026-08-17,APAC,2026-08-31 10:00
SO-00365,1,SKU128,9,287.56,shipped,2026-08-10,APAC,2026-08-31 10:00
SO-00365,2,SKU140,13,281.66,invoiced,2026-08-02,APAC,2026-08-31 10:00
SO-00366,1,SKU131,12,209.02,open,2026-08-02,APAC,2026-08-31 10:00
SO-00366,2,SKU107,18,116.27,shipped,2026-08-25,APAC,2026-08-31 10:00
SO-00367,1,SKU138,15,15.36,shipped,2026-08-16,EMEA,2026-08-31 10:00
SO-00368,1,SKU117,5,60.36,invoiced,2026-08-17,EMEA,2026-08-31 10:00
SO-00369,1,SKU111,19,194.24,shipped,2026-08-21,EMEA,2026-08-31 10:00
SO-00369,2,SKU118,18,12.61,invoiced,2026-08-14,APAC,2026-08-31 10:00
SO-00370,1,SKU140,13,150.43,invoiced,2026-08-12,APAC,2026-08-31 10:00
SO-00371,1,SKU120,6,250.88,shipped,2026-08-27,EMEA,2026-08-31 10:00
SO-00371,2,SKU134,12,268.65,open,2026-08-17,EMEA,2026-08-31 10:00
SO-00372,1,SKU119,17,55.35,shipped,2026-08-02,APAC,2026-08-31 10:00
SO-00373,1,SKU124,12,288.83,open,2026-08-09,NA,2026-08-31 10:00
SO-00373,2,SKU130,7,188.11,shipped,2026-08-13,EMEA,2026-08-31 10:00
SO-00374,1,SKU116,12,121.22,shipped,2026-08-26,NA,2026-08-31 10:00
SO-00374,2,SKU117,4,65.17,invoiced,2026-08-15,APAC,2026-08-31 10:00
SO-00374,3,SKU126,6,234.70,shipped,2026-08-02,EMEA,2026-08-31 10:00
SO-00375,1,SKU134,16,200.10,invoiced,2026-08-14,EMEA,2026-08-31 10:00
SO-00375,2,SKU117,13,112.01,shipped,2026-08-17,NA,2026-08-31 10:00
SO-00376,1,SKU107,9,137.65,open,2026-08-02,APAC,2026-08-31 10:00
SO-00376,2,SKU136,10,109.33,shipped,2026-08-09,EMEA,2026-08-31 10:00
SO-00376,3,SKU104,18,33.44,invoiced,2026-08-22,NA,2026-08-31 10:00
SO-00377,1,SKU107,10,53.95,open,2026-08-24,APAC,2026-08-31 10:00
SO-00377,2,SKU107,13,121.38,invoiced,2026-08-27,NA,2026-08-31 10:00
SO-00377,3,SKU125,13,152.44,shipped,2026-08-12,EMEA,2026-08-31 10:00
SO-00378,1,SKU109,18,222.02,shipped,2026-08-22,NA,2026-08-31 10:00
SO-00378,2,SKU108,7,104.93,open,2026-08-14,EMEA,2026-08-31 10:00
SO-00378,3,SKU132,1,256.32,invoiced,2026-08-08,APAC,2026-08-31 10:00
SO-00379,1,SKU125,7,174.25,shipped,2026-08-26,APAC,2026-08-31 10:00
SO-00379,2,SKU108,5,70.54,open,2026-08-17,EMEA,2026-08-31 10:00
SO-00380,1,SKU102,13,264.21,open,2026-08-21,APAC,2026-08-31 10:00
SO-00380,2,SKU124,20,269.40,invoiced,2026-08-03,APAC,2026-08-31 10:00
SO-00381,1,SKU132,9,184.27,open,2026-08-10,EMEA,2026-08-31 10:00
SO-00381,2,SKU123,19,292.57,open,2026-08-12,EMEA,2026-08-31 10:00
SO-00381,3,SKU133,3,40.94,shipped,2026-08-07,EMEA,2026-08-31 10:00
SO-00382,1,SKU140,5,136.83,invoiced,2026-08-02,NA,2026-08-31 10:00
SO-00382,2,SKU137,18,180.72,open,2026-08-02,APAC,2026-08-31 10:00
SO-00383,1,SKU107,16,71.22,invoiced,2026-08-11,NA,2026-08-31 10:00
SO-00383,2,SKU133,19,72.94,invoiced,2026-08-26,EMEA,2026-08-31 10:00
SO-00384,1,SKU136,18,215.36,open,2026-08-25,EMEA,2026-08-31 10:00
SO-00384,2,SKU101,17,84.08,shipped,2026-08-03,APAC,2026-08-31 10:00
SO-00385,1,SKU105,19,38.15,shipped,2026-08-17,APAC,2026-08-31 10:00
SO-00385,2,SKU126,8,201.68,open,2026-08-26,NA,2026-08-31 10:00
SO-00386,1,SKU121,9,26.06,shipped,2026-08-19,EMEA,2026-08-31 10:00
SO-00386,2,SKU127,15,290.91,invoiced,2026-08-20,NA,2026-08-31 10:00
SO-00386,3,SKU112,11,186.63,open,2026-08-13,EMEA,2026-08-31 10:00
SO-00387,1,SKU112,3,222.12,invoiced,2026-08-01,NA,2026-08-31 10:00
SO-00387,2,SKU112,7,233.13,open,2026-08-18,APAC,2026-08-31 10:00
SO-00388,1,SKU101,20,217.26,open,2026-08-12,EMEA,2026-08-31 10:00
SO-00388,2,SKU126,1,251.46,invoiced,2026-08-24,APAC,2026-08-31 10:00
SO-00389,1,SKU134,9,169.54,invoiced,2026-08-06,APAC,2026-08-31 10:00
SO-00389,2,SKU140,11,297.48,shipped,2026-08-04,EMEA,2026-08-31 10:00
SO-00389,3,SKU111,12,129.20,open,2026-08-26,APAC,2026-08-31 10:00
SO-00390,1,SKU106,11,36.48,open,2026-08-12,NA,2026-08-31 10:00
SO-00390,2,SKU131,3,273.96,shipped,2026-08-16,EMEA,2026-08-31 10:00
SO-00391,1,SKU133,19,79.12,shipped,2026-08-07,NA,2026-08-31 10:00
SO-00392,1,SKU101,7,214.51,invoiced,2026-08-14,APAC,2026-08-31 10:00
SO-00392,2,SKU124,6,244.50,shipped,2026-08-05,EMEA,2026-08-31 10:00
SO-00393,1,SKU107,7,219.73,invoiced,2026-08-13,EMEA,2026-08-31 10:00
SO-00394,1,SKU105,15,235.21,open,2026-08-19,APAC,2026-08-31 10:00
SO-00395,1,SKU120,11,189.25,shipped,2026-08-16,APAC,2026-08-31 10:00
SO-00396,1,SKU100,8,65.31,shipped,2026-08-13,EMEA,2026-08-31 10:00
SO-00397,1,SKU137,5,283.72,shipped,2026-08-15,APAC,2026-08-31 10:00
SO-00398,1,SKU140,15,229.70,invoiced,2026-08-24,APAC,2026-08-31 10:00
SO-00398,2,SKU103,16,54.85,invoiced,2026-08-22,APAC,2026-08-31 10:00
SO-00398,3,SKU115,16,209.15,shipped,2026-08-20,EMEA,2026-08-31 10:00
SO-00399,1,SKU131,20,117.60,invoiced,2026-08-08,EMEA,2026-08-31 10:00
SO-00400,1,SKU125,19,237.48,open,2026-08-21,APAC,2026-08-31 10:00
SO-00003,1,SKU136,4,284.50,invoiced,2026-08-21,APAC,2026-08-31 10:00
